variable,smd_unadjusted,smd_adjusted,var_ratio_unadj,var_ratio_adj
distance,0.28095709277877023,0.002055253411991899,1.4620366634807729,1.0139410561571507
enrollment_days,0.1338020765667866,-0.049679725648495036,0.8557903002766306,0.9972946906006654
n_diagnoses,0.07304970350067039,0.20089284770627766,0.5827307688796965,0.6955941429682869
ehr_length_days,-0.16145958774153554,0.05627151719082629,0.9079779125933898,1.024609894665097
