variable,coef,exp_coef,se,z,p,lower95,upper95,model
f.sexFemale,0.3633526160676681,1.4381428821315891,0.23706025142235196,1.5327437387228229,0.12533900776801815,0.9036827333390195,2.2886958808914653,housing_stability
f.sexOther,-0.877979181271348,0.41562196025483206,0.807058686958565,-1.087875262925488,0.276650177948026,0.08545330939733674,2.021473656951815,housing_stability
f.age18-44,0.8174399163934921,2.264694602234259,0.528467336396331,1.5468125654987355,0.12190844933171359,0.803854472974708,6.380311130706811,housing_stability
f.age45-54,0.613583407054268,1.8470382440771802,0.4059048644015439,1.5116433944661396,0.13062460600552114,0.8336217569610516,4.092443901081036,housing_stability
f.age65-74,0.22020705001351948,1.2463347575026116,0.2918800923323856,0.7544435396531028,0.450582935826343,0.7033733699067719,2.208429255666846,housing_stability
f.age75+,0.06115521564073852,1.0630639055274882,0.31290391671099815,0.1954440720447172,0.8450453172965685,0.575724983369446,1.9629248336964418,housing_stability
f.raceBlack,-0.1911208321585944,0.826032770797977,0.44750181976308606,-0.4270839217140537,0.6693182033250804,0.34362364288541436,1.9856903113611268,housing_stability
f.raceAsian,0.970154335591784,2.6383516194922225,1.2749520026994563,0.7609340065646988,0.44669648548381663,0.21681611701246464,32.105082242004435,housing_stability
f.raceHispanic,NA,NA,0,NA,NA,NA,NA,housing_stability
f.raceAIAN,0.33913740249506713,1.40373620881996,0.7597673258304023,0.44637008063541084,0.6553299412778457,0.31664335778395364,6.223011774959428,housing_stability
f.raceNative_Hawaiian_PI,NA,NA,0,NA,NA,NA,NA,housing_stability
f.raceOther,0.7317122540143299,2.0786367163865593,0.5461114068105896,1.3398589461584223,0.1802912072929031,0.7127344025694976,6.0621889207726145,housing_stability
f.ethnicityHispanic,-0.44015225709275174,0.6439383694347599,0.5757162633769811,-0.76452983021697,0.4445515670878862,0.20835010886041658,1.9901915381675903,housing_stability
f.ethnicityUnknown,-0.30958198940900716,0.733753608907492,0.7831610637873792,-0.3952979836763894,0.6926229872927426,0.15809653231063153,3.4054786067471703,housing_stability
f.cancerMelanoma,-0.4815522841661344,0.6178236092651171,0.3884755956740835,-1.239594686329122,0.21512534704070438,0.2885316595557293,1.3229259234605775,housing_stability
f.cancerOther,-0.581138779130074,0.5592611288959394,0.26702748040772223,-2.176325740866586,0.029530912102629658,0.3313755271389328,0.9438627317907728,housing_stability
f.iciother_combo,0.05771817196179497,1.0594163803930512,0.24387236427764328,0.23667368843844935,0.8129099486710749,0.6568741188053425,1.7086425464385115,housing_stability
nci_cci_score,0.11359211592045289,1.1202950811520618,0.042438369082775,2.6766371652712255,0.0074365119286928585,1.0308816850236013,1.2174637371938282,housing_stability
ppi,0.42804256978998717,1.5342513923369834,0.2622698162203934,1.6320695074963938,0.10266484447628435,0.9175971452894104,2.565316759072461,housing_stability
nsaid,0.2846573410967957,1.3293064513815656,0.3177927916184738,0.8957325295110568,0.370395632455838,0.7130490372245005,2.478168470099624,housing_stability
acei_arb,0.5549896085888056,1.7419228836430747,0.253844871460328,2.1863337454723477,0.028791196997059107,1.0591458727314231,2.864851207637984,housing_stability
diuretic,0.20939153318588052,1.2329276361251038,0.2425102413684578,0.8634337750204191,0.38789901615737626,0.7665005939548377,1.9831824892370553,housing_stability
f.stabilityUnstable,-0.07632129807456153,0.9265184701303744,0.34445604719713835,-0.2215704984586364,0.8246482504750295,0.47168553971755267,1.8199338398348288,housing_stability
f.stabilityUnknown,-0.8014733326692072,0.4486674405169971,0.8307640783660003,-0.9647424022540743,0.33467385142662337,0.08805963655408917,2.285978912216227,housing_stability
