model,black_aor,black_lower,black_upper,black_p,attenuation_pct
base,1.4128478989270987,0.5280583532676004,3.7801488664097476,0.49127435400327424,0
joint_sdoh,1.1456897489553,0.32813718142581594,4.000171498876628,0.8311721512119523,60.64701297381554
