variable,coef,exp_coef,se,z,p,lower95,upper95,model
f.sexFemale,0.32826028952117875,1.3885503503617376,0.4086359813392293,0.803307355474097,0.42179710758940875,0.6233472594479121,3.093094653528058,S2_KDIGO_Stage2
f.sexOther,-16.821911255974932,4.9469414067525186e-8,8575.308105614165,-0.001961668437891089,0.9984348160438345,0,Inf,S2_KDIGO_Stage2
f.age45-54,-0.91867775789019,0.3990463282660325,0.966415093075856,-0.9506036944914321,0.3418055924745142,0.060035661533191835,2.6523897303032875,S2_KDIGO_Stage2
f.age55-64,-1.3245899398825112,0.26591197663190513,0.8144480641465984,-1.626365140017189,0.10387200201224271,0.05388631050156752,1.3121918843233842,S2_KDIGO_Stage2
f.age65+,-1.1678677226859773,0.31102943571330044,0.7621346767412733,-1.532363974933581,0.12543264213133834,0.06983470122950101,1.3852613124557547,S2_KDIGO_Stage2
f.raceBlack,0.5645389839390705,1.7586368359797129,0.7980201782960001,0.7074244477683781,0.4793027485299095,0.3680443526915241,8.40334459215834,S2_KDIGO_Stage2
f.raceAsian,NA,NA,0,NA,NA,NA,NA,S2_KDIGO_Stage2
f.raceOther,0.20617603830778533,1.2289695306703614,0.8606566246556583,0.2395566738247959,0.8106739560601997,0.22748295895861678,6.639469234224665,S2_KDIGO_Stage2
f.ethnicityHispanic,-0.013177334463065368,0.986909106504956,0.894942696031739,-0.014724221474173621,0.9882521955100669,0.17080498926302867,5.702348559634457,S2_KDIGO_Stage2
f.ethnicityOther,1.3065226200641604,3.6933083199972048,1.2897366054859045,1.0130150718424649,0.3110529619099647,0.2948422898630816,46.26380548358563,S2_KDIGO_Stage2
f.cancerMelanoma,0.9775804025618473,2.658017123610927,0.7270756508441748,1.3445373963862257,0.1787746720007055,0.6392487072345812,11.052122514213055,S2_KDIGO_Stage2
f.cancerOther,0.1574818773961439,1.1705595442025603,0.4643329684769903,0.33915721709936647,0.7344912969566761,0.4711428134512271,2.9082681671118187,S2_KDIGO_Stage2
f.iciother_combo,0.41768713310092187,1.518445528733446,0.4072132973019049,1.0257207607620233,0.3050232256270948,0.6835631304158606,3.3730268955961464,S2_KDIGO_Stage2
nci_cci_score,0.17334240472737683,1.18927324815851,0.07090507316362607,2.444710892933689,0.014496829767648977,1.034968524356862,1.366583452056568,S2_KDIGO_Stage2
ppi_flag,0.5833730997360924,1.7920730885390244,0.9476862865786054,0.6155761753630744,0.5381742794708533,0.27969434680932725,11.482269810963158,S2_KDIGO_Stage2
nsaid_flag,0.7469064977181415,2.1104611913805567,0.5595756435715303,1.334773066516904,0.18195063111787085,0.7047997138881101,6.319591725927597,S2_KDIGO_Stage2
acei_arb_flag,-0.39747232409393835,0.672016541056886,0.8387472751831113,-0.4738880659936142,0.635579729822786,0.12984851521132254,3.4779468268781724,S2_KDIGO_Stage2
diuretic_flag,-1.8737229751225202,0.15355093005098785,0.8583689461243005,-2.1828876540591744,0.029044084440803787,0.02855008987286823,0.8258428686044151,S2_KDIGO_Stage2
