model,exp_coef,lower95,upper95,p
S1_delta_0.3,0.662455869032483,0.2946631273033848,1.4893203042800298,0.3191091671337634
S2_KDIGO2,0.6203096368954504,0.10105878966127507,3.8075267566044455,0.6059837731868505
S3_KDIGO3,2.883738638398553e-51,0,Inf,0.9987524677896674
S4_180day,0.7435776860691534,0.2697789825604176,2.0494842480775217,0.566808667705419
S5_mono_ICI,0.6847015834725865,0.1877915633424691,2.496471354013402,0.5660596235309862
