variable,smd_unadjusted,smd_adjusted,var_ratio_unadj,var_ratio_adj
distance,0.26330954265896517,3.4003966224618453e-4,0.9634698137207548,1.0027571628116356
enrollment_days,0.020249629230269083,0.00832234230936857,1.0364121734354186,1.0023492835083734
n_diagnoses,0.15050945244130745,-0.002844046931610366,0.9090900628516191,0.8427713422133886
ehr_length_days,-0.13467649484196795,-0.004119412542246277,0.9635636971092104,0.9972968610039054
